date,temp_mean,temp_min,temp_max,heating_degree_days,cooling_degree_days
2020-07-12,16.33095238095238,10.0,25.2,1.6690476190476211,0.0
2020-07-19,18.4625,10.3,28.3,0.0,0.0
2020-07-26,19.044642857142858,11.2,27.6,0.0,0.0
2020-08-02,20.66547619047619,12.1,29.5,0.0,0.0
2020-08-09,23.645238095238096,11.6,35.5,0.0,0.0
2020-08-16,25.205357142857142,18.8,31.7,0.0,0.0
2020-08-23,23.476190476190474,16.5,35.5,0.0,0.0
2020-08-30,17.764880952380953,12.5,23.0,0.23511904761904745,0.0
2020-09-06,15.967261904761905,10.4,21.4,2.032738095238095,0.0
2020-09-13,16.504166666666666,9.0,25.9,1.4958333333333336,0.0
2020-09-20,17.241071428571427,5.5,30.3,0.758928571428573,0.0
2020-09-27,15.023809523809524,6.9,26.4,2.9761904761904763,0.0
2020-10-04,13.830357142857142,7.6,21.6,4.169642857142858,0.0
