statistic,p_value,used_lags,nobs,icbest,critical_value_1%,critical_value_5%,critical_value_10%
-6.97609526438096,8.421411394406643e-10,7,279,1239.3186019478546,-3.4540076534999957,-2.8719557347997178,-2.5723200648758366
