statistic,p_value,used_lags,nobs,icbest,critical_value_1%,critical_value_5%,critical_value_10%
-4.116491663455111,0.0009094867953176283,8,279,1230.1809402199992,-3.4540076534999957,-2.8719557347997178,-2.5723200648758366
