date,Actual,Mean,Naive,Seasonal naive,Drift,SARIMAX,Linear Regression,Random Forest,MLP
2019-06-09,54.52816071428571,55.65054511874547,54.287059523809525,56.448547619047616,55.5465809417517,55.648366573830984,56.51310701235661,55.41920816622573,60.19063757794737
2019-06-16,52.28670833333333,55.65054511874547,54.287059523809525,55.91553571428571,55.58256726797862,55.725725469626695,57.303765666941445,55.45976863711661,59.33385673580369
2019-06-23,52.54121428571428,55.65054511874547,54.287059523809525,56.29283928571429,55.61855359420554,56.507909237510155,56.30307596372586,55.18465512452116,60.679553828776164
2019-06-30,55.95528571428571,55.65054511874547,54.287059523809525,55.683684523809525,55.654539920432455,56.302142960778106,56.6660791868228,54.946842641796366,60.43337504837112
2019-07-07,55.179630952380954,55.65054511874547,54.287059523809525,55.95719642857142,55.69052624665938,55.166589868314794,56.68317954448321,55.290480449515705,60.82056222513165
2019-07-14,53.908166666666666,55.65054511874547,54.287059523809525,53.87878571428572,55.7265125728863,54.002950663843556,55.36291789185043,54.23248476545498,61.13926085199857
2019-07-21,53.511964285714285,55.65054511874547,54.287059523809525,53.46576785714286,55.76249889911322,53.38262133501071,54.81925483874761,54.17318003320794,61.16129277787485
2019-07-28,54.20710119047619,55.65054511874547,54.287059523809525,55.10847619047619,55.79848522534014,54.889506133501186,55.972642691955116,55.12588958371037,60.55629095885216
2019-08-04,52.39210119047619,55.65054511874547,54.287059523809525,54.967077380952375,55.834471551567056,53.72280708689375,55.46484781921754,55.212342955891664,60.684472682503554
2019-08-11,52.01905357142856,55.65054511874547,54.287059523809525,54.29031547619047,55.870457877793974,53.8786178882805,55.025408342814444,54.37915142708336,61.38667804034952
2019-08-18,51.1552380952381,55.65054511874547,54.287059523809525,53.30570238095238,55.90644420402089,52.7142350374618,54.39972327654482,53.934680939036774,60.66708741883737
2019-08-25,51.83813095238096,55.65054511874547,54.287059523809525,54.65057142857143,55.94243053024781,54.24411539374341,54.0702391360544,54.42307718039954,61.1700131360559
2019-09-01,54.09197023809524,55.65054511874547,54.287059523809525,54.58705357142857,55.97841685647473,55.08051275077905,55.5539970065779,54.306564936041966,60.59434600291523
2019-09-08,52.44316071428571,55.65054511874547,54.287059523809525,54.906511904761906,56.01440318270165,54.25224747472519,55.26861110546133,54.83910054188714,60.451585697611435
2019-09-15,53.348488095238096,55.65054511874547,54.287059523809525,55.12004761904762,56.050389508928575,54.87794754082294,54.859735915343435,54.87851182308203,60.58724576503734
2019-09-22,53.222547619047624,55.65054511874547,54.287059523809525,56.60389285714285,56.08637583515549,55.502462200438444,56.19282407559194,56.702006199263764,60.54545129285525
2019-09-29,54.82947619047619,55.65054511874547,54.287059523809525,56.12404166666666,56.12236216138241,55.26260630830215,55.28350124975532,55.20591365431034,60.60307606232533
2019-10-06,52.33063095238096,55.65054511874547,54.287059523809525,54.287059523809525,56.15834848760933,54.326641183269146,56.218979625100246,54.99217931435816,59.534052540198616
2019-10-13,55.80170833333333,55.65054511874547,54.287059523809525,56.333398809523814,56.19433481383625,56.73802416317407,55.87467128621438,55.37825541799874,60.17268824034373
2019-10-20,56.13279166666666,55.65054511874547,54.287059523809525,56.333398809523814,56.23032114006317,56.39508924748161,56.234492270755936,55.42113707058452,59.64221209271216
2019-10-27,56.48441071428571,55.65054511874547,54.287059523809525,56.333398809523814,56.26630746629009,57.077946922883726,57.59334450166534,57.382841925367636,60.83704732526334
2019-11-03,55.02963095238095,55.65054511874547,54.287059523809525,56.333398809523814,56.302293792517005,54.61049905191687,58.7939372917358,55.15596280857611,60.02554215805394
2019-11-10,58.15936309523809,55.65054511874547,54.287059523809525,56.333398809523814,56.338280118743924,58.850437242295996,58.6346884430518,57.30916389138553,60.81189789980546
2019-11-17,59.11223809523809,55.65054511874547,54.287059523809525,56.333398809523814,56.37426644497084,60.202199246838134,60.65187334354914,58.394890534410905,60.2807805728997
2019-11-24,59.73594047619048,55.65054511874547,54.287059523809525,56.333398809523814,56.41025277119776,60.20098447523982,60.97754650310958,58.53650901125203,60.77226552801575
2019-12-01,59.84283333333333,55.65054511874547,54.287059523809525,56.333398809523814,56.44623909742468,61.18374772404574,62.458734907161215,58.85261854606374,60.48112340998934
2019-12-08,61.05929761904762,55.65054511874547,54.287059523809525,56.333398809523814,56.482225423651606,62.625196592873884,62.30029244973616,59.6868092701491,60.63955972186227
2019-12-15,61.24219047619048,55.65054511874547,54.287059523809525,56.333398809523814,56.518211749878525,61.90785412260985,62.90273777146899,59.227384433980596,61.06277425552584
2019-12-22,56.83676785714285,55.65054511874547,54.287059523809525,56.333398809523814,56.55419807610544,57.16760983129838,60.76311502176577,59.794947305421715,60.438812564002234
2019-12-29,46.50530952380952,55.65054511874547,54.287059523809525,56.333398809523814,56.59018440233236,48.72197497656664,55.66916537669363,50.85807853698193,58.85317160047393
2020-01-05,50.16170238095238,55.65054511874547,54.287059523809525,56.333398809523814,56.62617072855928,55.83309633740776,55.74375256811436,53.80538435535494,58.13795634165287
2020-01-12,59.07759523809524,55.65054511874547,54.287059523809525,56.333398809523814,56.6621570547862,59.11358155965087,60.112479472269115,58.679279655059716,59.13378733883535
2020-01-19,60.36169642857143,55.65054511874547,54.287059523809525,56.333398809523814,56.69814338101312,60.52709677117759,61.929900127749306,59.464689415228726,58.92410937201889
2020-01-26,60.89373214285715,55.65054511874547,54.287059523809525,56.333398809523814,56.73412970724004,61.06431728215662,64.10335005327988,61.12803323249505,59.6831319636467
2020-02-02,60.839196428571434,55.65054511874547,54.287059523809525,56.333398809523814,56.770116033466955,60.001444190675635,63.05693955698871,59.76928465690351,59.058577479640206
2020-02-09,60.259839285714285,55.65054511874547,54.287059523809525,56.333398809523814,56.806102359693874,59.60982715990281,62.87134534618531,59.659041008097596,59.71894796420713
2020-02-16,60.845125,55.65054511874547,54.287059523809525,56.333398809523814,56.8420886859208,59.20382574878491,61.38586610118091,59.28783117390603,59.666710368619334
2020-02-23,59.787327380952384,55.65054511874547,54.287059523809525,56.333398809523814,56.87807501214772,58.802248058662336,61.203731584293564,59.37074068372073,59.3694515098332
2020-03-01,58.8991369047619,55.65054511874547,54.287059523809525,56.333398809523814,56.91406133837464,60.38587365635305,61.5469943361029,59.186642246956495,59.31458514544035
2020-03-08,58.68847023809524,55.65054511874547,54.287059523809525,56.333398809523814,56.950047664601556,58.98284963871708,61.8887008273623,59.26531912280039,59.470240803278614
2020-03-15,58.534238095238095,55.65054511874547,54.287059523809525,56.333398809523814,56.986033990828474,59.57753933834141,61.80704986567753,58.9750099978298,59.91700302531645
2020-03-22,55.37274404761904,55.65054511874547,54.287059523809525,56.333398809523814,57.02202031705539,59.2595397704323,60.047603572835214,58.55866547539313,59.97967617388339
2020-03-29,53.471982142857144,55.65054511874547,54.287059523809525,56.333398809523814,57.05800664328231,55.579267352728266,58.94935777341993,58.73282919421107,60.165874080818924
2020-04-05,52.84526785714285,55.65054511874547,54.287059523809525,56.333398809523814,57.09399296950923,55.774067716989904,59.11902045755028,55.24472195346394,59.619920150998
2020-04-12,47.21088690476191,55.65054511874547,54.287059523809525,56.333398809523814,57.12997929573615,56.13246739813013,57.76734364965591,57.94739153049697,59.86079395528756
2020-04-19,47.41569642857143,55.65054511874547,54.287059523809525,56.333398809523814,57.16596562196307,55.22545342406383,54.415547190144935,53.02525421810464,58.8773047368589
2020-04-26,50.17241666666667,55.65054511874547,54.287059523809525,56.333398809523814,57.201951948189986,55.38296788920891,54.28624951429515,53.169963203394516,58.872518168564866
2020-05-03,48.16190476190476,55.65054511874547,54.287059523809525,56.333398809523814,57.237938274416905,52.92572858773414,55.33759974019836,53.45537468502356,59.183366906044995
2020-05-10,49.59077976190476,55.65054511874547,54.287059523809525,56.333398809523814,57.27392460064383,53.27156785305839,56.02654154191396,55.15684190936087,60.5854655811016
2020-05-17,50.92697619047619,55.65054511874547,54.287059523809525,56.333398809523814,57.30991092687075,56.284495868408115,56.869880150384915,55.17450021628641,60.324008413598335
2020-05-24,47.43964285714286,55.65054511874547,54.287059523809525,56.333398809523814,57.34589725309767,52.692705523726666,55.849993811623335,54.95103792988714,60.25462899202684
2020-05-31,49.52760714285715,55.65054511874547,54.287059523809525,56.333398809523814,57.38188357932459,53.12559598245225,53.46734391455584,53.35568271660699,59.85671275421602
2020-06-07,48.776244047619045,55.65054511874547,54.287059523809525,56.333398809523814,57.417869905551505,55.13545613607226,55.96094912144508,54.233184814272356,59.6714495252658
2020-06-14,48.21974404761905,55.65054511874547,54.287059523809525,56.333398809523814,57.453856231778424,55.176726416527266,54.04450442655684,53.389703316829,58.477130852193355
2020-06-21,49.813946428571434,55.65054511874547,54.287059523809525,56.333398809523814,57.48984255800534,56.14985284305658,54.30261250291437,53.310880264824426,59.516640927966435
2020-06-28,50.48079166666666,55.65054511874547,54.287059523809525,56.333398809523814,57.52582888423226,56.13152020230767,56.379538839597444,54.83739270716165,61.26945074714878
2020-07-05,51.458875,55.65054511874547,54.287059523809525,56.333398809523814,57.56181521045918,55.67667805956073,55.414738955794974,54.74543586667127,61.563374004721155
2020-07-12,51.25257738095239,55.65054511874547,54.287059523809525,56.333398809523814,57.5978015366861,53.6911464520852,54.713221950198204,53.357021169349565,60.71312074930624
2020-07-19,50.89618452380952,55.65054511874547,54.287059523809525,56.333398809523814,57.633787862913024,52.91148702582407,54.137672997805566,53.23867675295906,60.94163356038122
2020-07-26,50.4757380952381,55.65054511874547,54.287059523809525,56.333398809523814,57.66977418913994,54.276756273690104,54.60501507530148,53.74822909891649,61.34914951671519
2020-08-02,50.04939285714286,55.65054511874547,54.287059523809525,56.333398809523814,57.70576051536686,54.11550450530234,54.15454988123906,53.18514338896622,61.18980050566772
2020-08-09,49.45092261904762,55.65054511874547,54.287059523809525,56.333398809523814,57.74174684159378,54.017610018366156,54.059074441147686,53.199285177940155,60.0284603722027
2020-08-16,52.07673809523809,55.65054511874547,54.287059523809525,56.333398809523814,57.7777331678207,53.41421994756948,53.32690481929808,53.27085457831649,59.97686893124005
2020-08-23,51.87205952380952,55.65054511874547,54.287059523809525,56.333398809523814,57.81371949404762,54.60396035041073,53.84585268701221,53.29122909792943,60.05046455836212
2020-08-30,51.653375,55.65054511874547,54.287059523809525,56.333398809523814,57.84970582027454,54.30505002660823,54.29991259246731,53.84128937715818,60.68180779073026
2020-09-06,51.617744047619055,55.65054511874547,54.287059523809525,56.333398809523814,57.885692146501455,54.354599358538806,53.971580829375625,53.39469968208161,59.762160345738266
2020-09-13,51.50763095238095,55.65054511874547,54.287059523809525,56.333398809523814,57.921678472728374,54.90767980308059,54.01622997198706,53.31807816900585,59.88613817801394
2020-09-20,52.18132738095238,55.65054511874547,54.287059523809525,56.333398809523814,57.95766479895529,55.737841446036505,54.08525122296828,53.267531021700144,59.99331850256429
2020-09-27,53.41193452380952,55.65054511874547,54.287059523809525,56.333398809523814,57.99365112518221,55.94905733051722,55.30351867327386,54.98233043341509,59.33887669940887
2020-10-04,57.41031944444444,55.65054511874547,54.287059523809525,56.333398809523814,58.02963745140914,53.52286783864052,54.170140637108716,53.56568065489436,58.49326432670502
