date,actual,sarima_forecast,ci_lower,ci_upper
2019-10-13 00:00:00+00:00,55.80170833333333,58.75087112585553,55.79553517569927,61.70620707601179
2019-10-20 00:00:00+00:00,56.13279166666666,58.812573822885724,55.85723787263744,61.76790977313401
2019-10-27 00:00:00+00:00,56.48441071428571,59.08503031591027,56.12969436564218,62.04036626617835
2019-11-03 00:00:00+00:00,55.02963095238095,57.805650039988365,54.850314089661076,60.76098599031565
2019-11-10 00:00:00+00:00,58.15936309523809,61.60524211417534,58.6499061638357,64.56057806451498
2019-11-17 00:00:00+00:00,59.11223809523809,62.27225628074153,59.31692033034435,65.2275922311387
2019-11-24 00:00:00+00:00,59.73594047619048,62.6685620478016,59.71322609739225,65.62389799821095
2019-12-01 00:00:00+00:00,59.84283333333333,63.48211348551045,60.526777535041965,66.43744943597893
2019-12-08 00:00:00+00:00,61.05929761904762,63.8639700383853,60.90863408789831,66.81930598887229
2019-12-15 00:00:00+00:00,61.24219047619048,62.643943972131645,59.68860802222264,65.59927992204065
2019-12-22 00:00:00+00:00,56.83676785714285,56.670859272876825,53.715523332959094,59.626195212794556
2019-12-29 00:00:00+00:00,46.50530952380952,50.48580767379101,47.53047176859668,53.44114357898533
2020-01-05 00:00:00+00:00,50.16170238095238,59.132297350316165,56.17533281296761,62.08926188766472
2020-01-12 00:00:00+00:00,59.07759523809524,62.69272688295757,59.79218472951824,65.5932690363969
2020-01-19 00:00:00+00:00,60.36169642857143,63.89859950343786,60.996259904069305,66.80093910280641
2020-01-26 00:00:00+00:00,60.89373214285715,63.06931527814032,60.16581048584568,65.97282007043496
2020-02-02 00:00:00+00:00,60.839196428571434,62.92202663481816,60.018218522635884,65.82583474700044
2020-02-09 00:00:00+00:00,60.259839285714285,62.83105847571075,59.92717953437425,65.73493741704725
2020-02-16 00:00:00+00:00,60.845125,62.585801986271434,59.68190687001999,65.48969710252287
2020-02-23 00:00:00+00:00,59.787327380952384,62.381938090026445,59.47803929821979,65.2858368818331
2020-03-01 00:00:00+00:00,58.8991369047619,62.732421541373455,59.82852191524688,65.63632116750003
2020-03-08 00:00:00+00:00,58.68847023809524,61.16240385415144,58.25850403866196,64.06630366964092
2020-03-15 00:00:00+00:00,58.534238095238095,60.685163350426386,57.7812634919578,63.58906320889497
2020-03-22 00:00:00+00:00,55.37274404761904,59.73402209172308,56.830122223464585,62.63792195998157
2020-03-29 00:00:00+00:00,53.471982142857144,57.07429903080911,54.170399160318965,59.97819890129925
2020-04-05 00:00:00+00:00,52.84526785714285,56.81728088905367,53.91338101801962,59.72118076008772
2020-04-12 00:00:00+00:00,47.21088690476191,56.62259488444504,53.71869501327734,59.526494755612745
2020-04-19 00:00:00+00:00,47.41569642857143,56.349082899532974,53.44518302829742,59.252982770768526
2020-04-26 00:00:00+00:00,50.17241666666667,57.02441161513653,54.12051174387535,59.92831148639771
2020-05-03 00:00:00+00:00,48.16190476190476,55.41114989412035,52.507250022815825,58.315049765424874
2020-05-10 00:00:00+00:00,49.59077976190476,55.540396888758444,52.636497017433854,58.444296760083034
2020-05-17 00:00:00+00:00,50.92697619047619,56.13525097388095,53.23135110251428,59.03915084524762
2020-05-24 00:00:00+00:00,47.43964285714286,54.46677531483938,51.56287544345291,57.37067518622585
2020-05-31 00:00:00+00:00,49.52760714285715,55.81788198305435,52.913982111625714,58.721781854482984
2020-06-07 00:00:00+00:00,48.776244047619045,56.461748056196704,53.55784818474693,59.36564792764648
2020-06-14 00:00:00+00:00,48.21974404761905,56.420486347355215,53.516586475851206,59.324386218859225
2020-06-21 00:00:00+00:00,49.813946428571434,57.376477244415426,54.472577372782446,60.280377116048406
2020-06-28 00:00:00+00:00,50.48079166666666,57.349451814406834,54.44555194175674,60.25335168705693
2020-07-05 00:00:00+00:00,54.554196581196585,57.42864381096738,54.524743935407926,60.33254368652683
